MovementID	Date	ProductID	MovementType	Quantity	Location	Reference	Notes
MOV01770	2023-10-23	P018	Transfer	-2	Warehouse B	REF9692	Regular operation
MOV01771	2023-04-23	P086	Purchase	71	Warehouse A	REF2893	Supplier issue
MOV01772	2024-04-17	P097	Return	28	Store 2	REF1323	
MOV01773	2023-08-15	P038	Transfer	46	Store 1	REF2918	Supplier issue
MOV01774	2023-11-28	P002	Adjustment	90	Warehouse B	REF2559	Quality check
MOV01775	2023-07-29	P029	Purchase	31	Warehouse B	REF5468	
MOV01776	2024-05-25	P049	Sale	-24	Store 2	REF5697	Regular operation
MOV01777	2024-10-15	P004	Damaged	6	Store 2	REF6708	Regular operation
MOV01778	2023-11-02	P014	Adjustment	21	Online Fulfillment	REF7690	Supplier issue
MOV01779	2024-06-24	P088	Transfer	93	Warehouse B	REF4106	
MOV01780	2024-04-09	P087	Sale	-17	Store 2	REF9669	Supplier issue
MOV01781	2023-02-02	P021	Transfer	24	Online Fulfillment	REF7768	Quality check
MOV01782	2024-01-04	P047	Return	-46	Warehouse A	REF3312	Regular operation
MOV01783	2024-11-04	P077	Damaged	95	Warehouse A	REF5301	
MOV01784	2024-08-26	P045	Sale	32	Warehouse B	REF6519	
MOV01785	2024-01-10	P031	Purchase	-29	Online Fulfillment	REF7351	Customer return
MOV01786	2023-10-06	P073	Damaged	74	Warehouse A	REF6517	
MOV01787	2023-10-24	P033	Return	100	Online Fulfillment	REF2642	Customer return
MOV01788	2023-11-17	P019	Purchase	-49	Warehouse B	REF1615	Quality check
MOV01789	2024-05-31	P070	Damaged	71	Warehouse A	REF8406	Regular operation
MOV01790	2023-09-10	P096	Damaged	59	Warehouse A	REF5719	Quality check
MOV01791	2023-03-10	P019	Purchase	-49	Warehouse A	REF5690	Supplier issue
MOV01792	2024-07-08	P063	Transfer	70	Store 1	REF3363	Regular operation
MOV01793	2023-02-11	P008	Transfer	22	Online Fulfillment	REF8071	Customer return
MOV01794	2023-11-03	P023	Return	34	Store 2	REF9474	Supplier issue
MOV01795	2023-05-26	P024	Sale	-36	Store 1	REF5362	Customer return
MOV01796	2023-04-07	P059	Purchase	-46	Store 1	REF7271	Supplier issue
MOV01797	2023-08-08	P077	Damaged	-14	Online Fulfillment	REF4547	Supplier issue
MOV01798	2024-08-10	P005	Adjustment	-48	Store 2	REF5115	
MOV01799	2024-10-23	P064	Sale	11	Store 1	REF9592	Quality check
MOV01800	2024-07-29	P081	Transfer	35	Warehouse A	REF8571	Customer return
MOV01801	2024-10-12	P018	Purchase	27	Store 2	REF8915	Regular operation
MOV01802	2023-02-10	P040	Transfer	0	Warehouse A	REF8318	Supplier issue
MOV01803	2023-05-13	P060	Sale	-7	Store 1	REF6617	Quality check
MOV01804	2024-07-13	P021	Adjustment	28	Warehouse B	REF4837	Quality check
MOV01805	2024-12-14	P051	Sale	-18	Store 1	REF1956	Supplier issue
MOV01806	2023-08-02	P039	Transfer	3	Store 2	REF4860	Quality check
MOV01807	2023-08-26	P001	Purchase	16	Store 2	REF5204	Supplier issue
MOV01808	2024-05-09	P047	Purchase	13	Online Fulfillment	REF1920	
MOV01809	2023-12-01	P095	Return	-29	Online Fulfillment	REF6166	Quality check
MOV01810	2023-03-05	P028	Transfer	76	Warehouse A	REF1714	Regular operation
MOV01811	2024-12-09	P003	Return	19	Warehouse B	REF4568	Regular operation
MOV01812	2024-01-08	P098	Purchase	99	Online Fulfillment	REF1874	
MOV01813	2024-08-24	P031	Return	-40	Online Fulfillment	REF7699	Regular operation
MOV01814	2023-02-26	P094	Transfer	73	Store 2	REF9254	Customer return
MOV01815	2024-11-13	P068	Adjustment	45	Store 1	REF9542	Customer return
MOV01816	2023-06-09	P021	Return	-3	Store 2	REF8206	Supplier issue
MOV01817	2024-06-19	P046	Adjustment	35	Store 1	REF8122	Customer return
MOV01818	2023-11-16	P019	Transfer	-6	Store 2	REF9088	Customer return
MOV01819	2023-01-24	P012	Transfer	3	Warehouse B	REF6891	Quality check
MOV01820	2024-12-25	P053	Adjustment	29	Online Fulfillment	REF5576	Quality check
MOV01821	2023-07-11	P098	Sale	-27	Store 2	REF7314	Regular operation
MOV01822	2024-09-19	P046	Sale	-2	Online Fulfillment	REF2676	Customer return
MOV01823	2024-09-15	P071	Adjustment	-31	Store 1	REF3975	Regular operation
MOV01824	2024-12-18	P029	Damaged	31	Store 2	REF9171	Supplier issue
MOV01825	2024-09-29	P029	Purchase	-5	Store 1	REF1831	Customer return
MOV01826	2024-08-26	P032	Transfer	48	Warehouse B	REF7144	Quality check
MOV01827	2023-08-23	P009	Adjustment	36	Store 1	REF4343	Quality check
MOV01828	2024-04-23	P026	Damaged	26	Store 2	REF8666	Supplier issue
MOV01829	2023-08-11	P008	Damaged	61	Store 1	REF9786	Customer return
MOV01830	2024-06-05	P019	Adjustment	60	Store 1	REF5915	Supplier issue
MOV01831	2024-09-28	P076	Purchase	38	Online Fulfillment	REF9017	Quality check
MOV01832	2024-10-12	P004	Damaged	12	Store 2	REF9359	Customer return
MOV01833	2024-06-24	P014	Return	29	Warehouse B	REF9585	Quality check
MOV01834	2024-02-23	P069	Adjustment	54	Warehouse A	REF1345	Supplier issue
MOV01835	2023-11-17	P004	Return	51	Warehouse A	REF2624	Customer return
MOV01836	2023-12-28	P047	Purchase	-39	Store 2	REF5899	
MOV01837	2024-10-02	P070	Purchase	93	Online Fulfillment	REF7576	
MOV01838	2024-01-26	P014	Purchase	45	Online Fulfillment	REF9646	
MOV01839	2023-01-29	P009	Adjustment	-32	Online Fulfillment	REF8182	Quality check
MOV01840	2024-08-29	P059	Purchase	-30	Warehouse B	REF7793	
MOV01841	2023-08-07	P083	Purchase	41	Store 2	REF3763	Customer return
MOV01842	2023-07-10	P008	Adjustment	-38	Store 1	REF2133	Regular operation
MOV01843	2024-02-18	P080	Adjustment	56	Online Fulfillment	REF1172	Customer return
MOV01844	2023-09-30	P032	Return	-12	Store 2	REF3054	Regular operation
MOV01845	2024-09-11	P039	Damaged	64	Warehouse A	REF1020	Quality check
MOV01846	2024-11-13	P032	Sale	77	Warehouse A	REF1527	Supplier issue
MOV01847	2023-09-10	P017	Return	65	Store 1	REF3295	Regular operation
MOV01848	2023-07-05	P031	Purchase	1	Store 1	REF9334	
MOV01849	2024-07-31	P098	Damaged	-35	Store 1	REF7712	Customer return
MOV01850	2023-07-29	P011	Adjustment	-15	Warehouse A	REF1940	Customer return
MOV01851	2024-02-09	P027	Purchase	-32	Online Fulfillment	REF7328	Supplier issue
MOV01852	2023-01-17	P084	Purchase	94	Online Fulfillment	REF9109	
MOV01853	2023-08-03	P045	Purchase	31	Store 1	REF5836	Customer return
MOV01854	2024-09-26	P025	Purchase	90	Warehouse A	REF4642	Regular operation
MOV01855	2023-06-02	P046	Return	63	Warehouse A	REF9185	Quality check
MOV01856	2023-09-20	P014	Sale	41	Warehouse A	REF6603	Customer return
MOV01857	2024-12-10	P001	Adjustment	55	Store 1	REF8910	Regular operation
MOV01858	2024-10-27	P072	Damaged	48	Warehouse B	REF5423	Quality check
MOV01859	2024-02-23	P071	Damaged	-22	Warehouse B	REF2444	Customer return
MOV01860	2023-12-08	P030	Transfer	22	Online Fulfillment	REF1136	Supplier issue
MOV01861	2023-05-17	P100	Purchase	62	Online Fulfillment	REF5099	Customer return
MOV01862	2024-11-13	P067	Return	34	Online Fulfillment	REF5936	Regular operation
MOV01863	2023-07-01	P017	Sale	63	Store 2	REF7207	Regular operation
MOV01864	2023-05-13	P013	Transfer	-37	Store 2	REF8107	Supplier issue
MOV01865	2023-05-10	P043	Sale	64	Online Fulfillment	REF4144	Customer return
MOV01866	2023-09-18	P035	Return	-19	Online Fulfillment	REF1626	Supplier issue
MOV01867	2024-03-26	P063	Return	-14	Warehouse A	REF1127	
MOV01868	2023-07-16	P002	Adjustment	3	Store 1	REF5837	Quality check
MOV01869	2024-05-16	P014	Purchase	82	Store 1	REF3737	Customer return
MOV01870	2024-03-31	P094	Return	19	Warehouse B	REF4753	Supplier issue
MOV01871	2023-09-02	P044	Sale	16	Online Fulfillment	REF8475	Quality check
MOV01872	2023-11-15	P067	Adjustment	83	Online Fulfillment	REF9350	Quality check
MOV01873	2023-06-19	P021	Return	6	Store 1	REF1430	Quality check
MOV01874	2023-07-06	P058	Adjustment	16	Store 2	REF1120	Quality check
MOV01875	2023-08-24	P067	Return	75	Warehouse A	REF4599	Supplier issue
MOV01876	2023-01-10	P044	Transfer	76	Store 2	REF6488	Quality check
MOV01877	2023-06-16	P024	Purchase	-9	Warehouse A	REF1549	Customer return
MOV01878	2023-01-13	P082	Sale	4	Store 1	REF3176	Regular operation
MOV01879	2023-07-12	P029	Damaged	89	Store 2	REF4453	
MOV01880	2023-11-05	P048	Sale	41	Warehouse A	REF1890	Quality check
MOV01881	2023-04-10	P041	Damaged	55	Warehouse B	REF9897	Quality check
MOV01882	2024-02-17	P049	Adjustment	94	Store 1	REF4092	Supplier issue
MOV01883	2023-12-13	P065	Adjustment	27	Online Fulfillment	REF2161	
MOV01884	2024-08-13	P062	Transfer	32	Warehouse A	REF4602	Customer return
MOV01885	2023-10-28	P041	Damaged	32	Warehouse B	REF3647	
MOV01886	2024-02-04	P064	Adjustment	-2	Store 2	REF6165	
MOV01887	2023-11-16	P020	Transfer	3	Warehouse A	REF9249	
MOV01888	2024-06-21	P085	Adjustment	-23	Store 2	REF7861	Supplier issue
MOV01889	2023-08-24	P032	Return	-3	Online Fulfillment	REF1568	
MOV01890	2023-03-25	P013	Return	16	Warehouse A	REF7211	
MOV01891	2023-06-26	P038	Transfer	68	Store 2	REF1093	Customer return
MOV01892	2024-11-24	P034	Damaged	96	Warehouse A	REF2157	Customer return
MOV01893	2023-02-02	P055	Return	19	Store 2	REF7500	Customer return
MOV01894	2023-04-08	P024	Adjustment	73	Store 1	REF1287	Supplier issue
MOV01895	2024-01-01	P029	Return	-25	Warehouse B	REF9413	Quality check
MOV01896	2023-09-24	P047	Adjustment	-8	Online Fulfillment	REF4541	Quality check
MOV01897	2023-11-06	P086	Transfer	33	Store 2	REF6418	Regular operation
MOV01898	2023-12-09	P089	Transfer	-11	Warehouse B	REF4500	Regular operation
MOV01899	2024-08-31	P039	Adjustment	52	Warehouse A	REF6605	
MOV01900	2024-03-13	P058	Adjustment	43	Store 2	REF2372	Quality check
MOV01901	2023-10-07	P073	Transfer	5	Warehouse B	REF5891	Customer return
MOV01902	2023-04-10	P040	Adjustment	74	Online Fulfillment	REF7298	
MOV01903	2023-07-29	P066	Transfer	-12	Store 1	REF3703	
MOV01904	2023-04-14	P037	Damaged	7	Store 2	REF4493	Customer return
MOV01905	2024-10-16	P084	Damaged	-10	Online Fulfillment	REF1781	
MOV01906	2023-08-19	P011	Damaged	-30	Store 2	REF9432	Supplier issue
MOV01907	2024-04-03	P089	Return	17	Store 2	REF9588	Supplier issue
MOV01908	2024-06-22	P058	Sale	-17	Warehouse A	REF8495	Regular operation
MOV01909	2024-06-28	P012	Purchase	53	Online Fulfillment	REF5149	Customer return
MOV01910	2023-04-28	P085	Transfer	-14	Store 2	REF9160	Regular operation
MOV01911	2024-05-31	P092	Adjustment	-36	Warehouse A	REF6616	Quality check
MOV01912	2024-08-08	P072	Damaged	68	Store 1	REF1343	Customer return
MOV01913	2023-10-06	P010	Transfer	-34	Online Fulfillment	REF5902	
MOV01914	2024-07-01	P082	Return	-19	Warehouse A	REF8881	Customer return
MOV01915	2023-06-22	P050	Purchase	29	Warehouse B	REF3324	Supplier issue
MOV01916	2023-11-14	P004	Return	41	Warehouse A	REF3749	Quality check
MOV01917	2024-06-20	P088	Return	78	Online Fulfillment	REF4582	Supplier issue
MOV01918	2023-01-31	P072	Purchase	-38	Warehouse B	REF6663	Supplier issue
MOV01919	2024-11-30	P036	Sale	-28	Online Fulfillment	REF2910	Regular operation
MOV01920	2023-01-31	P040	Damaged	99	Warehouse B	REF5181	Supplier issue
MOV01921	2023-02-07	P098	Purchase	-12	Online Fulfillment	REF6878	Customer return
MOV01922	2024-11-14	P084	Transfer	97	Store 2	REF3927	Supplier issue
MOV01923	2023-08-22	P013	Damaged	35	Warehouse A	REF9388	Regular operation
MOV01924	2023-01-09	P071	Adjustment	61	Store 2	REF1864	Customer return
MOV01925	2024-11-23	P100	Sale	98	Store 1	REF8355	
MOV01926	2023-01-19	P028	Return	21	Warehouse A	REF7346	Customer return
MOV01927	2023-06-03	P096	Damaged	85	Warehouse B	REF4640	Customer return
MOV01928	2024-08-05	P065	Return	86	Online Fulfillment	REF8950	Supplier issue
MOV01929	2024-09-29	P085	Purchase	87	Store 2	REF5629	
MOV01930	2024-12-11	P037	Purchase	-6	Warehouse A	REF3434	Quality check
MOV01931	2023-10-16	P073	Adjustment	-42	Store 1	REF4346	Supplier issue
MOV01932	2023-02-13	P091	Adjustment	-13	Store 2	REF3346	Quality check
MOV01933	2023-12-09	P018	Adjustment	19	Warehouse B	REF7251	Regular operation
MOV01934	2023-04-24	P032	Transfer	86	Store 2	REF1946	Customer return
MOV01935	2024-04-25	P014	Adjustment	-9	Online Fulfillment	REF9305	Customer return
MOV01936	2024-05-24	P094	Return	27	Online Fulfillment	REF9075	Regular operation
MOV01937	2023-02-23	P073	Adjustment	15	Store 2	REF2931	Customer return
MOV01938	2024-01-20	P074	Transfer	21	Online Fulfillment	REF5010	
MOV01939	2024-10-07	P046	Adjustment	-39	Warehouse A	REF8120	Supplier issue
MOV01940	2024-05-30	P044	Transfer	55	Store 2	REF8200	
MOV01941	2024-09-09	P043	Sale	-15	Store 1	REF8381	Customer return
MOV01942	2023-08-09	P079	Sale	-40	Warehouse B	REF7401	Regular operation
MOV01943	2024-09-18	P074	Transfer	3	Warehouse B	REF7194	Regular operation
MOV01944	2023-09-11	P070	Damaged	51	Warehouse A	REF7080	Supplier issue
MOV01945	2024-10-19	P037	Sale	-2	Store 2	REF9766	Quality check
MOV01946	2024-04-05	P095	Transfer	-48	Warehouse B	REF8407	Regular operation
MOV01947	2024-04-23	P010	Transfer	60	Store 1	REF9817	
MOV01948	2023-01-22	P059	Return	53	Warehouse A	REF3401	Regular operation
MOV01949	2023-09-15	P053	Return	27	Store 1	REF7190	Customer return
MOV01950	2024-03-20	P050	Sale	48	Warehouse B	REF7401	Quality check
MOV01951	2024-12-23	P071	Damaged	-21	Warehouse B	REF3342	Quality check
MOV01952	2023-06-30	P027	Purchase	22	Warehouse B	REF2586	Regular operation
MOV01953	2023-08-25	P063	Transfer	96	Online Fulfillment	REF4047	Regular operation
MOV01954	2023-11-06	P083	Transfer	64	Online Fulfillment	REF4521	Supplier issue
MOV01955	2023-02-17	P097	Purchase	-6	Warehouse B	REF4291	Customer return
MOV01956	2024-04-03	P090	Transfer	5	Store 2	REF8719	Customer return
MOV01957	2024-09-03	P001	Purchase	-5	Online Fulfillment	REF3127	
MOV01958	2024-11-27	P080	Sale	-11	Warehouse A	REF2112	Quality check
MOV01959	2023-08-03	P057	Purchase	23	Store 1	REF8770	Customer return
MOV01960	2024-12-31	P001	Damaged	91	Store 1	REF1808	Supplier issue
MOV01961	2024-12-23	P038	Transfer	-30	Warehouse A	REF4700	
MOV01962	2023-06-09	P069	Sale	0	Store 2	REF7922	Customer return
MOV01963	2024-09-30	P031	Transfer	-13	Store 2	REF4674	Regular operation
MOV01964	2023-09-02	P071	Purchase	-46	Warehouse B	REF5091	
MOV01965	2023-07-22	P031	Adjustment	66	Warehouse B	REF7628	Regular operation
MOV01966	2023-11-03	P093	Purchase	22	Store 2	REF7783	Regular operation
MOV01967	2024-09-12	P037	Return	57	Warehouse A	REF6235	
MOV01968	2023-04-21	P065	Purchase	-31	Warehouse A	REF7520	
MOV01969	2024-09-08	P037	Damaged	-12	Online Fulfillment	REF4021	Quality check
MOV01970	2023-08-30	P009	Damaged	75	Online Fulfillment	REF6618	
MOV01971	2024-08-17	P027	Damaged	-13	Warehouse A	REF2052	Regular operation
MOV01972	2024-11-27	P072	Transfer	82	Warehouse A	REF1117	Supplier issue
MOV01973	2023-06-12	P030	Sale	-14	Store 2	REF5915	Supplier issue
MOV01974	2024-06-15	P031	Purchase	-27	Online Fulfillment	REF6062	Customer return
MOV01975	2023-05-07	P001	Transfer	87	Warehouse B	REF6030	Customer return
MOV01976	2023-09-14	P020	Return	13	Store 2	REF5777	Quality check
MOV01977	2023-10-01	P077	Return	-27	Store 2	REF9211	Customer return
MOV01978	2024-07-16	P034	Adjustment	77	Warehouse A	REF3544	Quality check
MOV01979	2024-08-20	P017	Transfer	-2	Warehouse A	REF1905	
MOV01980	2023-03-09	P048	Adjustment	-33	Online Fulfillment	REF2535	Regular operation
MOV01981	2023-10-27	P083	Sale	63	Online Fulfillment	REF3866	Quality check
MOV01982	2023-11-14	P012	Purchase	-11	Store 1	REF3364	Customer return
MOV01983	2023-02-17	P042	Transfer	49	Warehouse B	REF2743	Regular operation
MOV01984	2024-01-21	P098	Sale	58	Online Fulfillment	REF5807	Customer return
MOV01985	2023-03-09	P071	Adjustment	69	Store 2	REF9847	
MOV01986	2024-02-29	P012	Damaged	70	Store 2	REF9736	Supplier issue
MOV01987	2024-12-19	P024	Transfer	56	Warehouse B	REF1325	Customer return
MOV01988	2023-06-24	P099	Transfer	76	Store 1	REF9946	Regular operation
MOV01989	2023-03-01	P012	Damaged	29	Warehouse A	REF1769	Regular operation
MOV01990	2024-06-23	P094	Sale	38	Online Fulfillment	REF3932	Quality check
MOV01991	2023-02-18	P050	Return	-26	Warehouse A	REF8843	Supplier issue
MOV01992	2024-07-24	P021	Return	-20	Store 1	REF3490	
MOV01993	2024-06-10	P004	Purchase	29	Online Fulfillment	REF7824	Regular operation
MOV01994	2024-01-09	P036	Adjustment	94	Warehouse A	REF7117	Regular operation
MOV01995	2024-06-02	P039	Damaged	100	Store 1	REF2427	Supplier issue
MOV01996	2023-01-15	P034	Sale	-38	Store 1	REF8853	Quality check
MOV01997	2023-01-23	P068	Adjustment	93	Online Fulfillment	REF8229	Customer return
MOV01998	2023-05-10	P050	Sale	-9	Warehouse B	REF9555	Customer return
MOV01999	2023-10-30	P015	Sale	9	Warehouse B	REF6269	
MOV02000	2024-10-29	P007	Sale	-32	Warehouse A	REF4535	Supplier issue
